Species;Height_gen;Height_veg;Height_veg&gen;LDMC;Leaf_area;Leaf_area1;Leaf_area2;Leaf_area3;Leaf_area4;Leaf_area5;Leaf_area6;Leaf_area7;Leaf_dry_mass;Leaf_fresh_mass;Leaf_length;Leaf_mass;Leaf_width;LeafArBRIT6CLASSFACTORIAL;Seed_dry_mass;Seed_number_per_inflorescence;Seed_number_per_plant;Seed_number_per_plant_BRIT5CLASSFACTORIAL;Seedmass;SLA;SLA1;SLA2;SLA3;SLA4;SLA5;sum_all_traits;Height_Grouped;Leaf_Grouped;Seed_Grouped;sum_Grouped;Height_veg_Selected;LDMC_Selected;Leaf_area_Selected;Leaf_dry_mass_Selected;Seed_dry_mass_Selected;Seed_number_per_plant_Selected;SLA2_Selected;sum_Selected
Polygonum aviculare;1;1;1;1;1;1;0;1;0;0;1;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Polygonum oxyspermum;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;6;1;1;1;3;1;0;0;0;1;0;0;2
Polygonum raii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Polypodium interjectum;0;1;0;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;9;1;1;0;2;1;1;1;1;0;0;1;5
Polypodium vulgare;0;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;0;1;1;1;0;0;0;1;1;0;0;0;14;1;1;1;3;1;1;1;1;1;1;1;7
Polystichum aculeatum;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;11;1;1;0;2;1;1;1;1;0;0;1;5
Polystichum braunii;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;1;0;0;0;0;0;0;1
Polystichum lonchitis;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;11;1;1;0;2;1;1;1;1;0;0;1;5
Polystichum setiferum;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;1;1;0;2;1;0;0;1;0;0;0;2
Populus tremula;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;0;0;21;1;1;1;3;1;1;1;1;1;0;1;6
Potamogeton alpinus;0;1;1;1;1;0;0;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;1;0;0;0;12;1;1;1;3;1;1;1;1;1;0;1;6
Potamogeton berchtoldii;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;1;1;2;0;1;1;0;0;0;0;2
Potamogeton compressus;0;1;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;9;1;1;1;3;1;1;1;1;1;0;1;6
Potamogeton crispus;0;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;0;1;1;0;0;0;1;1;0;0;0;14;1;1;1;3;1;1;1;1;0;1;1;6
Potamogeton friesii;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;2;1;0;0;0;0;0;0;1
Potamogeton gramineus;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;13;1;1;1;3;1;1;1;1;1;1;1;7
Potamogeton lucens;0;1;0;1;1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;14;1;1;1;3;1;1;1;1;1;1;1;7
Potamogeton natans;0;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;1;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Potamogeton obtusifolius;0;1;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;12;1;1;1;3;1;1;1;1;1;1;1;7
Potamogeton perfoliatus;0;1;1;1;1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;15;1;1;1;3;1;1;1;1;1;1;1;7
Potamogeton polygonifolius;0;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Potamogeton praelongus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Potamogeton pusillus;0;1;0;1;1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;0;0;0;12;1;1;1;3;1;1;1;1;1;0;1;6
Potamogeton rutilus;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;2;1;0;0;0;0;0;0;1
Potamogeton trichoides;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Potentilla anserina;1;1;1;1;1;1;0;1;0;1;0;1;1;0;0;1;0;1;1;1;1;0;1;0;1;1;1;1;0;20;1;1;1;3;1;1;1;1;1;1;1;7
Potentilla arenosa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Potentilla argentea;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Potentilla crantzii;1;1;1;1;1;1;0;0;1;0;0;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;21;1;1;1;3;1;1;1;1;1;1;1;7
Potentilla erecta;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;1;0;0;21;1;1;1;3;1;1;1;1;1;1;1;7
Potentilla nivea;0;1;0;1;1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;14;1;1;1;3;1;1;1;1;0;1;1;6
Potentilla tabernaemontani;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;10;1;1;1;3;1;1;1;0;1;1;1;6
Primula nutans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Primula scandinavica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1
Primula stricta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1
Primula veris;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;1;1;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Primula vulgaris;1;1;1;1;1;1;0;1;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Prunella vulgaris;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;26;1;1;1;3;1;1;1;1;1;1;1;7
Prunus avium;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;1;0;1;2;0;0;0;0;0;1;0;1
Prunus padus;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;6;1;1;1;3;0;1;1;0;0;1;0;3
Prunus spinosa;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;0;1;1;1;1;0;1;0;1;1;1;1;1;20;1;1;1;3;1;1;1;1;1;1;1;7
Pseudorchis albida;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;11;1;1;0;2;1;1;1;1;0;0;1;5
Pseudorchis straminea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pteridium aquilinum;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;1;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Puccinellia capillaris;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Puccinellia distans;0;1;0;1;1;1;1;0;1;0;0;0;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Puccinellia maritima;1;1;1;1;1;1;0;0;1;0;0;0;1;0;1;1;1;1;1;0;0;1;1;0;1;1;0;0;0;17;1;1;1;3;1;1;1;1;1;0;1;6
Puccinellia phryganodes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pulsatilla pratensis;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;6;1;1;1;3;0;1;1;0;0;1;0;3
Pulsatilla vernalis;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;2;0;1;1;0;0;0;0;2
Pyrola chlorantha;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Pyrola grandiflora;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;8;1;1;1;3;1;1;1;1;1;0;0;5
Pyrola media;1;1;1;1;1;0;0;0;1;0;1;1;1;0;0;1;0;1;0;0;0;0;1;0;1;1;1;0;0;15;1;1;1;3;1;1;1;1;0;0;1;5
Pyrola minor;1;1;1;1;1;0;0;0;1;0;1;1;1;0;0;1;0;1;0;0;0;0;1;0;1;1;1;0;0;15;1;1;1;3;1;1;1;1;0;0;1;5
Pyrola norvegica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pyrola rotundifolia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Quercus petraea;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;23;1;1;1;3;1;1;1;1;1;1;0;6
Quercus robur;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;25;1;1;1;3;1;1;1;1;1;1;1;7
Radiola linoides;1;1;1;1;1;0;0;0;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Ranunculus acris;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;24;1;1;1;3;1;1;1;1;1;1;1;7
Ranunculus aquatilis;0;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;1;0;18;1;1;1;3;1;1;1;1;1;1;1;7
Ranunculus auricomus;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;8;1;1;1;3;1;0;0;1;1;1;1;5
Ranunculus auricomus ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ranunculus bulbosus;1;1;1;1;1;1;1;0;0;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Ranunculus confervoides;0;1;0;1;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;13;1;1;1;3;1;1;1;1;1;0;1;6
Ranunculus ficaria;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Ranunculus flammula;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;1;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Ranunculus glacialis;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;1;2;0;0;0;0;0;0;0;0
Ranunculus hyperboreus;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;1;0;1;2;1;0;0;0;1;0;0;2
Ranunculus lingua;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;14;1;1;1;3;1;1;1;1;1;1;1;7
Ranunculus nivalis;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;1;1;0;1;0;0;11;1;1;1;3;1;1;1;1;0;1;0;5
Ranunculus peltatus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ranunculus platanifolius;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;14;1;1;1;3;1;1;1;1;1;0;1;6
Ranunculus polyanthemos;1;1;0;1;1;1;0;0;1;1;0;0;1;0;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;15;1;1;1;3;1;1;1;1;1;1;1;7
Ranunculus pygmaeus;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;9;1;1;1;3;1;1;1;1;0;1;0;5
Ranunculus repens;1;1;1;1;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;23;1;1;1;3;1;1;1;1;1;1;1;7
Ranunculus reptans;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;14;1;1;1;3;1;1;1;1;1;1;1;7
Ranunculus sceleratus;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;1;0;21;1;1;1;3;1;1;1;1;1;1;1;7
Ranunculus subborealis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ranunculus sulphureus;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;1;0;1;0;0;1;1;0;0;0;2
Ranunculus trichophyllus;0;1;0;1;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;13;1;1;1;3;1;1;1;1;1;0;1;6
Rhamnus cathartica;1;1;0;0;0;1;1;0;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;1;1;1;1;1;19;1;1;1;3;1;0;0;1;1;1;1;5
Rhinanthus angustifolius;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;5;1;1;1;3;0;0;1;0;0;1;0;2
Rhinanthus minor;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Rhodiola rosea;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;6;1;1;1;3;0;1;1;0;0;1;0;3
Rhododendron lapponicum;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;1;1;1;1;0;0;16;1;1;1;3;1;1;1;1;1;0;1;6
Rhododendron tomentosum;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;4;1;1;1;3;0;0;1;0;0;1;0;2
Rhynchospora alba;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;14;1;1;1;3;1;1;1;1;1;1;1;7
Rhynchospora fusca;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;13;1;1;1;3;1;1;1;1;1;1;1;7
Ribes alpinum;1;1;1;0;1;0;1;0;0;0;1;1;1;0;0;0;0;1;1;1;1;0;1;0;1;0;1;0;0;15;1;1;1;3;1;0;1;1;1;1;0;5
Ribes nigrum;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;0;1;1;1;1;1;0;1;0;1;0;1;0;1;18;1;1;1;3;1;1;1;1;1;1;0;6
Ribes rubrum;1;1;0;0;0;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;1;0;0;0;1;1;1;0;0;16;1;1;1;3;1;0;0;1;1;1;1;5
Ribes spicatum;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;1;2;0;0;0;0;0;1;0;1
Rorippa islandica;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;0;8;1;0;1;2;1;0;0;0;1;1;0;3
Rorippa palustris;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;20;1;1;1;3;1;1;1;1;1;1;1;7
Rosa balsamica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rosa caesia;0;1;1;1;1;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;1;0;1;0;1;0;1;0;0;14;1;1;1;3;1;1;1;1;1;1;0;6
Rosa canina;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;0;1;0;1;1;1;1;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Rosa corymbifera;0;1;1;1;1;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;1;0;1;0;1;0;1;0;0;14;1;1;1;3;1;1;1;1;1;1;0;6
Rosa dumalis;0;1;1;1;1;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;1;0;1;0;1;0;1;0;0;14;1;1;1;3;1;1;1;1;1;1;0;6
Rosa majalis;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;9;1;1;1;3;1;0;0;1;0;0;0;2
Rosa mollis;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;10;1;1;1;3;1;0;0;1;1;0;0;3
Rosa pseudoscabriuscula;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rosa sherardii;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;8;1;1;1;3;1;0;0;0;1;1;0;3
Rosa spinosissima;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;7;1;1;1;3;1;0;0;1;1;0;0;3
Rosa subcanina;0;1;1;1;1;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;1;0;1;0;1;0;1;0;0;14;1;1;1;3;1;1;1;1;1;1;0;6
Rosa subcollina;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;5;0;1;1;2;0;0;1;0;1;0;0;2
Rubus arcticus;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;1;0;1;2;1;0;0;0;1;0;0;2
Rubus caesius;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Rubus chamaemorus;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;23;1;1;1;3;1;1;1;1;1;1;1;7
Rubus dissimulans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rubus fabrimontanus;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;1;0;0;0;0;0;0;1
Rubus firmus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rubus fissus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rubus glauciformis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rubus gothicus;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0
Rubus grabowskii;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;1;0;1;2;1;0;0;0;0;0;0;1
Rubus hallandicus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rubus idaeus;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;23;1;1;1;3;1;1;1;1;1;1;1;7
Rubus langei;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rubus lindebergii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rubus lindleianus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;1;0;0;1
Rubus muenteri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rubus nemoralis;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;5;1;0;1;2;1;0;0;0;1;0;0;2
Rubus nemorosus;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;1;0;0;0;0;0;0;1
Rubus nessensis;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;1;0;0;0;0;0;0;1
Rubus norvegicus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rubus plicatus;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;1;0;11;1;1;1;3;1;0;0;0;1;0;1;3
Rubus pruinosus;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;1;0;0;0;0;0;0;1
Rubus radula;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;1;0;1;2;1;0;0;0;0;0;0;1
Rubus saxatilis;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;1;0;0;21;1;1;1;3;1;1;1;1;1;1;1;7
Rubus scissus;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;1;0;0;0;0;0;0;1
Rubus septentrionalis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rubus sprengelii;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;5;1;0;1;2;1;0;0;0;1;0;0;2
Rubus stereacanthos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rubus sulcatus;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;1;0;0;0;0;0;0;1
Rubus vestitus;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;0;1;1;0;0;1;1;1;1;1;1;1;21;1;1;1;3;1;1;1;1;1;0;1;6
Rubus wahlbergii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rumex acetosa;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;25;1;1;1;3;1;1;1;1;1;1;1;7
Rumex alpestris;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;1;0;1;1;1;1;1;0;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Rumex aquaticus;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Rumex bryhnii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rumex crispus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rumex graminifolius;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
